Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh)
Africa,,2008,1195.521484375,1847.7191162109375,946.8812255859375
Africa,,2009,1160.857666015625,1861.689208984375,928.7444458007812
Africa,,2010,1120.78857421875,1891.857177734375,943.642822265625
Africa,,2011,1075.8521728515625,1813.7220458984375,994.483642578125
Africa,,2012,1022.0624389648438,1870.3731689453125,1047.9075927734375
Africa,,2013,1006.3359375,1889.0081787109375,1041.583740234375
Africa,,2014,1027.2227783203125,1859.83251953125,1043.287841796875
Africa,,2015,946.3817138671875,1859.83837890625,1120.8697509765625
Africa,,2016,977.9458618164062,1822.63134765625,1129.801513671875
Africa,,2017,952.4560546875,1794.767578125,1164.3778076171875
Africa,,2018,911.9685668945312,1769.3115234375,1209.7540283203125
Africa,,2019,941.3275146484375,1729.3004150390625,1184.7506103515625
Africa,,2020,863.7197875976562,1500.115966796875,1145.736572265625
Africa,,2021,850.9298095703125,1589.780517578125,1196.8193359375
Algeria,DZA,1965,64.86397552490234,1227.424072265625,592.0302124023438
Algeria,DZA,1966,61.292945861816406,1571.2076416015625,598.2696533203125
Algeria,DZA,1967,45.55624008178711,1426.892822265625,564.0857543945312
Algeria,DZA,1968,46.81422805786133,1475.9893798828125,576.2215576171875
Algeria,DZA,1969,57.89474868774414,1515.1719970703125,736.16064453125
Algeria,DZA,1970,66.73283386230469,1683.214111328125,672.718994140625
Algeria,DZA,1971,17.985841751098633,1845.0498046875,742.960693359375
Algeria,DZA,1972,15.216545104980469,1970.5240478515625,839.3386840820312
Algeria,DZA,1973,17.026918411254883,2094.251953125,1136.81591796875
Algeria,DZA,1974,13.683184623718262,2262.9140625,1280.232666015625
Algeria,DZA,1975,16.806655883789062,2446.4951171875,1715.46875
Algeria,DZA,1976,31.992063522338867,2734.302001953125,1971.666748046875
Algeria,DZA,1977,40.34772872924805,3003.287109375,2041.8280029296875
Algeria,DZA,1978,19.916290283203125,3016.6357421875,3184.891357421875
Algeria,DZA,1979,44.90395736694336,3502.751953125,4371.76171875
Algeria,DZA,1980,38.722984313964844,3444.158203125,5693.3818359375
Algeria,DZA,1981,26.399423599243164,3597.7607421875,7175.91650390625
Algeria,DZA,1982,474.80059814453125,3694.99755859375,7891.85107421875
Algeria,DZA,1983,410.5961608886719,4022.979736328125,8374.3740234375
Algeria,DZA,1984,441.3971252441406,4319.23486328125,7133.53515625
Algeria,DZA,1985,446.918701171875,4304.3828125,6856.76123046875
Algeria,DZA,1986,445.5188903808594,4242.90576171875,7290.9130859375
Algeria,DZA,1987,517.5565795898438,4168.390625,7246.7998046875
Algeria,DZA,1988,473.41265869140625,4057.222412109375,7942.25341796875
Algeria,DZA,1989,389.5783996582031,4139.88134765625,7276.392578125
Algeria,DZA,1990,297.53515625,4340.703125,7574.04052734375
Algeria,DZA,1991,299.5552978515625,4190.3720703125,7298.82861328125
Algeria,DZA,1992,347.6737060546875,4117.6298828125,7360.74853515625
Algeria,DZA,1993,276.9095764160156,4007.700439453125,6460.66162109375
Algeria,DZA,1994,255.57015991210938,3758.833251953125,6669.39208984375
Algeria,DZA,1995,250.7355499267578,3586.5859375,7031.8779296875
Algeria,DZA,1996,116.03607940673828,3362.969970703125,7097.1279296875
Algeria,DZA,1997,200.2005157470703,3282.90625,6523.892578125
Algeria,DZA,1998,211.08511352539062,3333.87158203125,6646.669921875
