Vuosi,Kk,Pv,Klo,Aikavyöhyke,Lumensyvyys (cm)
2003,6,25,00:00,UTC,-1
2003,6,27,00:00,UTC,-1
2003,6,28,00:00,UTC,-1
2003,6,29,00:00,UTC,-1
2003,6,30,00:00,UTC,-1
2003,7,1,00:00,UTC,-1
2003,7,2,00:00,UTC,-1
2003,7,3,00:00,UTC,-1
2003,7,4,00:00,UTC,-1
2003,7,5,00:00,UTC,-1
2003,7,6,00:00,UTC,-1
2003,7,7,00:00,UTC,-1
2003,7,8,00:00,UTC,-1
2003,7,10,00:00,UTC,-1
2003,7,11,00:00,UTC,-1
2003,7,12,00:00,UTC,-1
2003,7,13,00:00,UTC,-1
2003,7,15,00:00,UTC,-1
2003,7,16,00:00,UTC,-1
2003,7,17,00:00,UTC,-1
2003,7,19,00:00,UTC,-1
2003,7,20,00:00,UTC,-1
2003,7,21,00:00,UTC,-1
2003,7,22,00:00,UTC,-1
2003,7,23,00:00,UTC,-1
2003,7,25,00:00,UTC,-1
2003,7,26,00:00,UTC,-1
2003,7,27,00:00,UTC,-1
2003,7,28,00:00,UTC,-1
2003,7,29,00:00,UTC,-1
2003,7,30,00:00,UTC,-1
2003,7,31,00:00,UTC,-1
2003,8,1,00:00,UTC,-1
2003,8,2,00:00,UTC,-1
2003,8,3,00:00,UTC,-1
2003,8,4,00:00,UTC,-1
2003,8,5,00:00,UTC,-1
2003,8,6,00:00,UTC,-1
2003,8,7,00:00,UTC,-1
2003,8,8,00:00,UTC,-1
2003,8,9,00:00,UTC,-1
2003,8,10,00:00,UTC,-1
2003,8,11,00:00,UTC,-1
2003,8,12,00:00,UTC,-1
2003,8,13,00:00,UTC,-1
2003,8,14,00:00,UTC,-1
2003,8,15,00:00,UTC,-1
2003,8,16,00:00,UTC,-1
2003,8,17,00:00,UTC,-1
2003,8,18,00:00,UTC,-1
2003,8,19,00:00,UTC,-1
2003,8,20,00:00,UTC,-1
2003,8,21,00:00,UTC,-1
2003,8,22,00:00,UTC,-1
2003,8,23,00:00,UTC,-1
2003,8,24,00:00,UTC,-1
2003,8,25,00:00,UTC,-1
2003,8,26,00:00,UTC,-1
2003,8,27,00:00,UTC,-1
2003,8,28,00:00,UTC,-1
2003,8,29,00:00,UTC,-1
2003,8,30,00:00,UTC,-1
2003,8,31,00:00,UTC,-1
2003,9,1,00:00,UTC,-1
2003,9,3,00:00,UTC,-1
2003,9,4,00:00,UTC,-1
2003,9,5,00:00,UTC,-1
2003,9,6,00:00,UTC,-1
2003,9,7,00:00,UTC,-1
2003,9,8,00:00,UTC,-1
2003,9,9,00:00,UTC,-1
2003,9,10,00:00,UTC,-1
2003,9,11,00:00,UTC,-1
2003,9,13,00:00,UTC,-1
2003,9,14,00:00,UTC,-1
2003,9,15,00:00,UTC,-1
2003,9,16,00:00,UTC,-1
2003,9,18,00:00,UTC,-1
2003,9,19,00:00,UTC,-1
2003,9,20,00:00,UTC,-1
2003,9,21,00:00,UTC,-1
2003,9,22,00:00,UTC,-1
2003,9,23,00:00,UTC,-1
2003,9,24,00:00,UTC,-1
2003,9,25,00:00,UTC,-1
2003,9,26,00:00,UTC,-1
2003,9,27,00:00,UTC,-1
2003,9,28,00:00,UTC,-1
2003,9,29,00:00,UTC,-1
2003,9,30,00:00,UTC,-1
2003,10,1,00:00,UTC,-1
2003,10,2,00:00,UTC,-1
2003,10,3,00:00,UTC,-1
2003,10,5,00:00,UTC,-1
2003,10,6,00:00,UTC,-1
2003,10,7,00:00,UTC,-1
2003,10,8,00:00,UTC,-1
2003,10,9,00:00,UTC,-1
2003,10,10,00:00,UTC,-1
2003,10,11,00:00,UTC,-1
2003,10,13,00:00,UTC,-1
2003,10,14,00:00,UTC,-1
2003,10,15,00:00,UTC,-1
2003,10,16,00:00,UTC,-1
2003,10,17,00:00,UTC,-1
2003,10,18,00:00,UTC,-1
2003,10,19,00:00,UTC,-1
2003,10,20,00:00,UTC,-1
2003,10,21,00:00,UTC,-1
2003,10,22,00:00,UTC,-1
2003,10,23,00:00,UTC,-1
2003,10,24,00:00,UTC,-1
2003,10,25,00:00,UTC,7
2003,10,26,00:00,UTC,8
2003,10,27,00:00,UTC,8
2003,10,28,00:00,UTC,0
2003,10,29,00:00,UTC,-1
2003,10,30,00:00,UTC,-1
2003,10,31,00:00,UTC,-1
2003,11,1,00:00,UTC,-1
2003,11,2,00:00,UTC,-1
2003,11,3,00:00,UTC,-1
2003,11,4,00:00,UTC,-1
2003,11,5,00:00,UTC,-1
2003,11,6,00:00,UTC,-1
2003,11,7,00:00,UTC,-1
2003,11,8,00:00,UTC,-1
2003,11,9,00:00,UTC,-1
2003,11,10,00:00,UTC,-1
2003,11,11,00:00,UTC,-1
2003,11,12,00:00,UTC,-1
2003,11,13,00:00,UTC,-1
2003,11,14,00:00,UTC,-1
2003,11,15,00:00,UTC,-1
2003,11,16,00:00,UTC,-1
2003,11,17,00:00,UTC,-1
2003,11,18,00:00,UTC,-1
2003,11,19,00:00,UTC,-1
2003,11,20,00:00,UTC,-1
2003,11,21,00:00,UTC,-1
2003,11,22,00:00,UTC,-1
2003,11,23,00:00,UTC,5
2003,11,24,00:00,UTC,10
2003,11,25,00:00,UTC,6
2003,11,27,00:00,UTC,1
2003,11,28,00:00,UTC,-1
2003,11,29,00:00,UTC,-1
2003,11,30,00:00,UTC,-1
2003,12,1,00:00,UTC,-1
2003,12,2,00:00,UTC,-1
2003,12,3,00:00,UTC,-1
2003,12,4,00:00,UTC,-1
2003,12,5,00:00,UTC,-1
2003,12,6,00:00,UTC,-1
2003,12,7,00:00,UTC,-1
2003,12,10,00:00,UTC,-1
2003,12,11,00:00,UTC,-1
2003,12,12,00:00,UTC,-1
2003,12,13,00:00,UTC,-1
2003,12,14,00:00,UTC,6
2003,12,15,00:00,UTC,6
2003,12,16,00:00,UTC,6
2003,12,17,00:00,UTC,6
2003,12,18,00:00,UTC,8
2003,12,20,00:00,UTC,1
2003,12,21,00:00,UTC,0
2003,12,22,00:00,UTC,20
2003,12,23,00:00,UTC,20
2003,12,24,00:00,UTC,20
2003,12,25,00:00,UTC,15
2003,12,26,00:00,UTC,10
2003,12,27,00:00,UTC,6
2003,12,28,00:00,UTC,2
2003,12,29,00:00,UTC,2
2003,12,30,00:00,UTC,0
2003,12,31,00:00,UTC,0
2004,1,2,00:00,UTC,0
2004,1,3,00:00,UTC,0
2004,1,4,00:00,UTC,0
2004,1,6,00:00,UTC,2
2004,1,7,00:00,UTC,5
2004,1,8,00:00,UTC,5
2004,1,9,00:00,UTC,5
2004,1,10,00:00,UTC,5
2004,1,11,00:00,UTC,5
2004,1,12,00:00,UTC,5
2004,1,13,00:00,UTC,6
2004,1,14,00:00,UTC,8
2004,1,15,00:00,UTC,10
2004,1,16,00:00,UTC,10
2004,1,17,00:00,UTC,13
2004,1,18,00:00,UTC,17
2004,1,19,00:00,UTC,17
2004,1,20,00:00,UTC,16
2004,1,21,00:00,UTC,14
2004,1,22,00:00,UTC,14
2004,1,23,00:00,UTC,13
2004,1,24,00:00,UTC,13
2004,1,25,00:00,UTC,13
2004,1,26,00:00,UTC,13
2004,1,27,00:00,UTC,15
2004,1,28,00:00,UTC,17
2004,1,29,00:00,UTC,18
2004,1,30,00:00,UTC,22
2004,1,31,00:00,UTC,22
2004,2,1,00:00,UTC,47
2004,2,2,00:00,UTC,48
2004,2,3,00:00,UTC,47
2004,2,4,00:00,UTC,45
2004,2,5,00:00,UTC,35
2004,2,7,00:00,UTC,32
2004,2,8,00:00,UTC,31
2004,2,9,00:00,UTC,34
2004,2,10,00:00,UTC,33
2004,2,11,00:00,UTC,33
2004,2,12,00:00,UTC,33
2004,2,13,00:00,UTC,35
2004,2,14,00:00,UTC,35
2004,2,15,00:00,UTC,36
2004,2,16,00:00,UTC,35
2004,2,17,00:00,UTC,33
2004,2,18,00:00,UTC,36
2004,2,19,00:00,UTC,36
2004,2,20,00:00,UTC,37
2004,2,21,00:00,UTC,37
2004,2,22,00:00,UTC,37
2004,2,23,00:00,UTC,39
2004,2,24,00:00,UTC,41
2004,2,25,00:00,UTC,43
2004,2,26,00:00,UTC,43
2004,2,27,00:00,UTC,59
2004,2,28,00:00,UTC,57
2004,2,29,00:00,UTC,56
2004,3,1,00:00,UTC,54
2004,3,2,00:00,UTC,55
2004,3,3,00:00,UTC,58
2004,3,4,00:00,UTC,56
2004,3,5,00:00,UTC,54
2004,3,6,00:00,UTC,54
2004,3,7,00:00,UTC,54
2004,3,8,00:00,UTC,52
2004,3,9,00:00,UTC,50
2004,3,10,00:00,UTC,50
2004,3,11,00:00,UTC,50
2004,3,12,00:00,UTC,50
2004,3,13,00:00,UTC,49
2004,3,14,00:00,UTC,49
2004,3,15,00:00,UTC,50
2004,3,16,00:00,UTC,46
2004,3,17,00:00,UTC,41
2004,3,18,00:00,UTC,39
2004,3,19,00:00,UTC,36
2004,3,20,00:00,UTC,35
2004,3,21,00:00,UTC,33
2004,3,22,00:00,UTC,33
2004,3,23,00:00,UTC,33
2004,3,24,00:00,UTC,33
2004,3,25,00:00,UTC,33
2004,3,26,00:00,UTC,34
2004,3,27,00:00,UTC,32
2004,3,28,00:00,UTC,32
2004,3,29,00:00,UTC,32
2004,3,30,00:00,UTC,32
2004,3,31,00:00,UTC,30
2004,4,1,00:00,UTC,29
2004,4,2,00:00,UTC,29
2004,4,4,00:00,UTC,29
2004,4,5,00:00,UTC,28
2004,4,6,00:00,UTC,28
2004,4,7,00:00,UTC,27
2004,4,8,00:00,UTC,24
2004,4,9,00:00,UTC,23
2004,4,10,00:00,UTC,20
2004,4,11,00:00,UTC,20
2004,4,12,00:00,UTC,20
2004,4,13,00:00,UTC,18
2004,4,14,00:00,UTC,-1
2004,4,15,00:00,UTC,-1
2004,4,16,00:00,UTC,-1
2004,4,17,00:00,UTC,-1
2004,4,18,00:00,UTC,-1
2004,4,19,00:00,UTC,-1
2004,4,20,00:00,UTC,-1
2004,4,21,00:00,UTC,-1
2004,4,22,00:00,UTC,-1
2004,4,23,00:00,UTC,-1
2004,4,24,00:00,UTC,-1
2004,4,25,00:00,UTC,-1
2004,4,26,00:00,UTC,-1
2004,4,27,00:00,UTC,-1
2004,4,28,00:00,UTC,-1
2004,4,29,00:00,UTC,-1
2004,4,30,00:00,UTC,-1
2004,5,1,00:00,UTC,-1
2004,5,2,00:00,UTC,-1
2004,5,3,00:00,UTC,-1
2004,5,4,00:00,UTC,-1
2004,5,5,00:00,UTC,-1
2004,5,6,00:00,UTC,-1
2004,5,7,00:00,UTC,-1
2004,5,8,00:00,UTC,-1
2004,5,9,00:00,UTC,-1
2004,5,10,00:00,UTC,-1
2004,5,11,00:00,UTC,-1
2004,5,12,00:00,UTC,-1
2004,5,13,00:00,UTC,-1
2004,5,14,00:00,UTC,-1
2004,5,16,00:00,UTC,-1
2004,5,17,00:00,UTC,-1
2004,5,18,00:00,UTC,-1
2004,5,19,00:00,UTC,-1
2004,5,20,00:00,UTC,-1
2004,5,21,00:00,UTC,-1
2004,5,22,00:00,UTC,-1
2004,5,23,00:00,UTC,-1
2004,5,24,00:00,UTC,-1
2004,5,26,00:00,UTC,-1
2004,5,27,00:00,UTC,-1
2004,5,28,00:00,UTC,-1
2004,5,29,00:00,UTC,-1
2004,5,31,00:00,UTC,-1
2004,6,1,00:00,UTC,-1
2004,6,2,00:00,UTC,-1
2004,6,3,00:00,UTC,-1
2004,6,4,00:00,UTC,-1
2004,6,5,00:00,UTC,-1
2004,6,6,00:00,UTC,-1
2004,6,7,00:00,UTC,-1
2004,6,8,00:00,UTC,-1
2004,6,9,00:00,UTC,-1
2004,6,10,00:00,UTC,-1
2004,6,11,00:00,UTC,-1
2004,6,13,00:00,UTC,-1
2004,6,14,00:00,UTC,-1
2004,6,15,00:00,UTC,-1
2004,6,16,00:00,UTC,-1
2004,6,17,00:00,UTC,-1
2004,6,18,00:00,UTC,-1
2004,6,19,00:00,UTC,-1
2004,6,20,00:00,UTC,-1
2004,6,21,00:00,UTC,-1
2004,6,22,00:00,UTC,-1
2004,6,23,00:00,UTC,-1
2004,6,24,00:00,UTC,-1
2004,6,25,00:00,UTC,-1
2004,6,26,00:00,UTC,-1
2004,6,27,00:00,UTC,-1
2004,6,28,00:00,UTC,-1
2004,6,29,00:00,UTC,-1
2004,6,30,00:00,UTC,-1
2004,7,2,00:00,UTC,-1
2004,7,3,00:00,UTC,-1
2004,7,4,00:00,UTC,-1
2004,7,5,00:00,UTC,-1
2004,7,6,00:00,UTC,-1
2004,7,7,00:00,UTC,-1
2004,7,8,00:00,UTC,-1
2004,7,9,00:00,UTC,-1
2004,7,10,00:00,UTC,-1
2004,7,11,00:00,UTC,-1
2004,7,12,00:00,UTC,-1
2004,7,13,00:00,UTC,-1
2004,7,14,00:00,UTC,-1
2004,7,15,00:00,UTC,-1
2004,7,16,00:00,UTC,-1
2004,7,17,00:00,UTC,-1
2004,7,18,00:00,UTC,-1
2004,7,19,00:00,UTC,-1
2004,7,20,00:00,UTC,-1
2004,7,21,00:00,UTC,-1
2004,7,22,00:00,UTC,-1
2004,7,23,00:00,UTC,-1
2004,7,24,00:00,UTC,-1
2004,7,25,00:00,UTC,-1
2004,7,26,00:00,UTC,-1
2004,7,27,00:00,UTC,-1
2004,7,28,00:00,UTC,-1
2004,7,29,00:00,UTC,-1
2004,7,30,00:00,UTC,-1
2004,7,31,00:00,UTC,-1
2004,8,1,00:00,UTC,-1
2004,8,2,00:00,UTC,-1
2004,8,3,00:00,UTC,-1
2004,8,4,00:00,UTC,-1
2004,8,5,00:00,UTC,-1
2004,8,6,00:00,UTC,-1
2004,8,7,00:00,UTC,-1
2004,8,8,00:00,UTC,-1
2004,8,9,00:00,UTC,-1
2004,8,10,00:00,UTC,-1
2004,8,11,00:00,UTC,-1
2004,8,12,00:00,UTC,-1
2004,8,13,00:00,UTC,-1
2004,8,15,00:00,UTC,-1
2004,8,16,00:00,UTC,-1
2004,8,17,00:00,UTC,-1
2004,8,18,00:00,UTC,-1
2004,8,19,00:00,UTC,-1
2004,8,20,00:00,UTC,-1
2004,8,21,00:00,UTC,-1
2004,8,22,00:00,UTC,-1
2004,8,24,00:00,UTC,-1
2004,8,25,00:00,UTC,-1
2004,8,26,00:00,UTC,-1
2004,8,27,00:00,UTC,-1
2004,8,28,00:00,UTC,-1
2004,8,29,00:00,UTC,-1
2004,8,30,00:00,UTC,-1
2004,8,31,00:00,UTC,-1
2004,9,1,00:00,UTC,-1
2004,9,2,00:00,UTC,-1
2004,9,3,00:00,UTC,-1
2004,9,4,00:00,UTC,-1
2004,9,5,00:00,UTC,-1
2004,9,6,00:00,UTC,-1
2004,9,7,00:00,UTC,-1
2004,9,8,00:00,UTC,-1
2004,9,9,00:00,UTC,-1
2004,9,10,00:00,UTC,-1
2004,9,12,00:00,UTC,-1
2004,9,13,00:00,UTC,-1
2004,9,14,00:00,UTC,-1
2004,9,15,00:00,UTC,-1
2004,9,16,00:00,UTC,-1
2004,9,17,00:00,UTC,-1
2004,9,18,00:00,UTC,-1
2004,9,19,00:00,UTC,-1
2004,9,20,00:00,UTC,-1
2004,9,21,00:00,UTC,-1
2004,9,22,00:00,UTC,-1
2004,9,23,00:00,UTC,-1
2004,9,24,00:00,UTC,-1
2004,9,25,00:00,UTC,-1
2004,9,26,00:00,UTC,-1
2004,9,27,00:00,UTC,-1
2004,9,28,00:00,UTC,-1
2004,9,29,00:00,UTC,-1
2004,9,30,00:00,UTC,-1
2004,10,1,00:00,UTC,-1
2004,10,2,00:00,UTC,-1
2004,10,3,00:00,UTC,-1
2004,10,4,00:00,UTC,-1
2004,10,5,00:00,UTC,-1
2004,10,6,00:00,UTC,-1
2004,10,7,00:00,UTC,-1
2004,10,8,00:00,UTC,-1
2004,10,9,00:00,UTC,-1
2004,10,10,00:00,UTC,-1
2004,10,11,00:00,UTC,-1
2004,10,12,00:00,UTC,-1
2004,10,13,00:00,UTC,-1
2004,10,14,00:00,UTC,-1
2004,10,15,00:00,UTC,-1
2004,10,16,00:00,UTC,-1
2004,10,17,00:00,UTC,-1
2004,10,18,00:00,UTC,-1
2004,10,19,00:00,UTC,-1
2004,10,20,00:00,UTC,-1
2004,10,21,00:00,UTC,-1
2004,10,22,00:00,UTC,-1
2004,10,23,00:00,UTC,-1
2004,10,24,00:00,UTC,-1
2004,10,25,00:00,UTC,-1
2004,10,26,00:00,UTC,-1
2004,10,27,00:00,UTC,-1
2004,10,28,00:00,UTC,-1
2004,10,29,00:00,UTC,-1
2004,10,30,00:00,UTC,-1
2004,10,31,00:00,UTC,-1
2004,11,4,00:00,UTC,-1
2004,11,5,00:00,UTC,-1
2004,11,6,00:00,UTC,-1
2004,11,7,00:00,UTC,-1
2004,11,8,00:00,UTC,-1
2004,11,9,00:00,UTC,-1
2004,11,10,00:00,UTC,-1
2004,11,11,00:00,UTC,-1
2004,11,12,00:00,UTC,-1
2004,11,13,00:00,UTC,-1
2004,11,14,00:00,UTC,-1
2004,11,15,00:00,UTC,-1
2004,11,16,00:00,UTC,1
2004,11,17,00:00,UTC,1
2004,11,18,00:00,UTC,2
2004,11,20,00:00,UTC,1
2004,11,21,00:00,UTC,5
2004,11,23,00:00,UTC,9
2004,11,24,00:00,UTC,8
2004,11,25,00:00,UTC,6
2004,11,26,00:00,UTC,6
2004,11,27,00:00,UTC,6
2004,11,28,00:00,UTC,6
2004,11,29,00:00,UTC,18
2004,11,30,00:00,UTC,18
2004,12,1,00:00,UTC,16
2004,12,2,00:00,UTC,15
2004,12,3,00:00,UTC,13
2004,12,4,00:00,UTC,13
2004,12,5,00:00,UTC,12
2004,12,6,00:00,UTC,9
2004,12,7,00:00,UTC,8
2004,12,8,00:00,UTC,5
2004,12,10,00:00,UTC,3
2004,12,11,00:00,UTC,3
2004,12,12,00:00,UTC,3
2004,12,13,00:00,UTC,-1
2004,12,14,00:00,UTC,-1
2004,12,15,00:00,UTC,-1
2004,12,16,00:00,UTC,-1
2004,12,17,00:00,UTC,-1
2004,12,18,00:00,UTC,-1
2004,12,19,00:00,UTC,-1
2004,12,20,00:00,UTC,10
2004,12,21,00:00,UTC,12
2004,12,22,00:00,UTC,10
2004,12,23,00:00,UTC,15
2004,12,24,00:00,UTC,15
2004,12,25,00:00,UTC,15
2004,12,26,00:00,UTC,19
2004,12,27,00:00,UTC,19
2004,12,28,00:00,UTC,19
2004,12,29,00:00,UTC,21
2004,12,30,00:00,UTC,19
2004,12,31,00:00,UTC,12
2005,1,1,00:00,UTC,12
2005,1,2,00:00,UTC,11
2005,1,3,00:00,UTC,13
2005,1,4,00:00,UTC,13
2005,1,5,00:00,UTC,17
2005,1,6,00:00,UTC,18
2005,1,7,00:00,UTC,15
2005,1,8,00:00,UTC,14
2005,1,9,00:00,UTC,9
2005,1,10,00:00,UTC,9
2005,1,11,00:00,UTC,6
2005,1,12,00:00,UTC,5
2005,1,13,00:00,UTC,1
2005,1,14,00:00,UTC,1
2005,1,15,00:00,UTC,1
2005,1,16,00:00,UTC,3
2005,1,17,00:00,UTC,0
2005,1,18,00:00,UTC,-1
2005,1,19,00:00,UTC,-1
2005,1,20,00:00,UTC,10
2005,1,21,00:00,UTC,26
2005,1,22,00:00,UTC,32
2005,1,23,00:00,UTC,32
2005,1,24,00:00,UTC,37
2005,1,25,00:00,UTC,37
2005,1,26,00:00,UTC,37
2005,1,27,00:00,UTC,40
2005,1,28,00:00,UTC,40
2005,1,29,00:00,UTC,44
2005,1,30,00:00,UTC,45
2005,1,31,00:00,UTC,45
2005,2,1,00:00,UTC,45
2005,2,2,00:00,UTC,45
2005,2,3,00:00,UTC,40
2005,2,4,00:00,UTC,38
2005,2,5,00:00,UTC,39
2005,2,6,00:00,UTC,34
2005,2,7,00:00,UTC,30
2005,2,8,00:00,UTC,29
2005,2,9,00:00,UTC,29
2005,2,10,00:00,UTC,29
2005,2,11,00:00,UTC,32
2005,2,12,00:00,UTC,30
2005,2,13,00:00,UTC,30
2005,2,14,00:00,UTC,35
2005,2,15,00:00,UTC,35
2005,2,16,00:00,UTC,36
2005,2,17,00:00,UTC,33
2005,2,18,00:00,UTC,33
2005,2,19,00:00,UTC,39
2005,2,20,00:00,UTC,40
2005,2,21,00:00,UTC,39
2005,2,22,00:00,UTC,39
2005,2,23,00:00,UTC,40
2005,2,24,00:00,UTC,39
2005,2,25,00:00,UTC,39
2005,2,26,00:00,UTC,39
2005,2,27,00:00,UTC,39
2005,2,28,00:00,UTC,38
2005,3,1,00:00,UTC,38
2005,3,2,00:00,UTC,38
2005,3,3,00:00,UTC,38
2005,3,4,00:00,UTC,38
2005,3,5,00:00,UTC,38
2005,3,6,00:00,UTC,38
2005,3,7,00:00,UTC,38
2005,3,8,00:00,UTC,39
2005,3,9,00:00,UTC,38
2005,3,10,00:00,UTC,38
2005,3,11,00:00,UTC,38
2005,3,12,00:00,UTC,39
2005,3,13,00:00,UTC,39
2005,3,14,00:00,UTC,39
2005,3,15,00:00,UTC,39
2005,3,16,00:00,UTC,38
2005,3,17,00:00,UTC,42
2005,3,18,00:00,UTC,43
2005,3,19,00:00,UTC,42
2005,3,20,00:00,UTC,42
2005,3,21,00:00,UTC,41
2005,3,22,00:00,UTC,41
2005,3,23,00:00,UTC,41
2005,3,24,00:00,UTC,41
2005,3,25,00:00,UTC,41
2005,3,26,00:00,UTC,33
2005,3,27,00:00,UTC,31
2005,3,28,00:00,UTC,31
2005,3,29,00:00,UTC,31
2005,3,30,00:00,UTC,30
2005,3,31,00:00,UTC,30
2005,4,1,00:00,UTC,30
2005,4,2,00:00,UTC,30
2005,4,3,00:00,UTC,29
2005,4,4,00:00,UTC,25
2005,4,5,00:00,UTC,23
2005,4,6,00:00,UTC,19
2005,4,7,00:00,UTC,16
2005,4,8,00:00,UTC,10
2005,4,9,00:00,UTC,7
2005,4,10,00:00,UTC,4
2005,4,11,00:00,UTC,2
2005,4,12,00:00,UTC,-1
2005,4,13,00:00,UTC,-1
2005,4,14,00:00,UTC,-1
2005,4,15,00:00,UTC,-1
2005,4,16,00:00,UTC,-1
2005,4,17,00:00,UTC,-1
2005,4,18,00:00,UTC,-1
2005,4,19,00:00,UTC,-1
2005,4,20,00:00,UTC,-1
2005,4,21,00:00,UTC,-1
2005,4,22,00:00,UTC,2
2005,4,23,00:00,UTC,-1
2005,4,24,00:00,UTC,-1
2005,4,25,00:00,UTC,-1
2005,4,26,00:00,UTC,-1
2005,4,27,00:00,UTC,-1
2005,4,28,00:00,UTC,-1
2005,4,29,00:00,UTC,-1
2005,4,30,00:00,UTC,-1
2005,5,1,00:00,UTC,-1
2005,5,2,00:00,UTC,-1
2005,5,3,00:00,UTC,-1
2005,5,4,00:00,UTC,-1
2005,5,5,00:00,UTC,-1
2005,5,6,00:00,UTC,-1
2005,5,7,00:00,UTC,-1
2005,5,8,00:00,UTC,-1
2005,5,9,00:00,UTC,-1
2005,5,10,00:00,UTC,-1
2005,5,11,00:00,UTC,-1
2005,5,12,00:00,UTC,-1
2005,5,13,00:00,UTC,-1
2005,5,14,00:00,UTC,-1
2005,5,15,00:00,UTC,-1
2005,5,16,00:00,UTC,-1
2005,5,17,00:00,UTC,-1
2005,5,18,00:00,UTC,-1
2005,5,19,00:00,UTC,-1
2005,5,20,00:00,UTC,-1
2005,5,21,00:00,UTC,-1
2005,5,22,00:00,UTC,-1
2005,5,23,00:00,UTC,-1
2005,5,24,00:00,UTC,-1
2005,5,25,00:00,UTC,-1
2005,5,26,00:00,UTC,-1
2005,5,27,00:00,UTC,-1
2005,5,28,00:00,UTC,-1
2005,5,29,00:00,UTC,-1
2005,5,30,00:00,UTC,-1
2005,5,31,00:00,UTC,-1
2005,6,1,00:00,UTC,-1
2005,6,2,00:00,UTC,-1
2005,6,3,00:00,UTC,-1
2005,6,4,00:00,UTC,-1
2005,6,5,00:00,UTC,-1
2005,6,6,00:00,UTC,-1
2005,6,7,00:00,UTC,-1
2005,6,8,00:00,UTC,-1
2005,6,9,00:00,UTC,-1
2005,6,10,00:00,UTC,-1
2005,6,11,00:00,UTC,-1
2005,6,12,00:00,UTC,-1
2005,6,13,00:00,UTC,-1
2005,6,14,00:00,UTC,-1
2005,6,15,00:00,UTC,-1
2005,6,16,00:00,UTC,-1
2005,6,17,00:00,UTC,-1
2005,6,18,00:00,UTC,-1
2005,6,19,00:00,UTC,-1
2005,6,20,00:00,UTC,-1
2005,6,21,00:00,UTC,-1
2005,6,22,00:00,UTC,-1
2005,6,23,00:00,UTC,-1
2005,6,24,00:00,UTC,-1
2005,6,25,00:00,UTC,-1
2005,6,26,00:00,UTC,-1
2005,6,27,00:00,UTC,-1
2005,6,28,00:00,UTC,-1
2005,6,29,00:00,UTC,-1
2005,6,30,00:00,UTC,-1
2005,7,1,00:00,UTC,-1
2005,7,2,00:00,UTC,-1
2005,7,3,00:00,UTC,-1
2005,7,4,00:00,UTC,-1
2005,7,5,00:00,UTC,-1
2005,7,6,00:00,UTC,-1
2005,7,7,00:00,UTC,-1
2005,7,8,00:00,UTC,-1
2005,7,9,00:00,UTC,-1
2005,7,10,00:00,UTC,-1
2005,7,11,00:00,UTC,-1
2005,7,12,00:00,UTC,-1
2005,7,13,00:00,UTC,-1
2005,7,14,00:00,UTC,-1
2005,7,15,00:00,UTC,-1
2005,7,16,00:00,UTC,-1
2005,7,17,00:00,UTC,-1
2005,7,18,00:00,UTC,-1
2005,7,19,00:00,UTC,-1
2005,7,20,00:00,UTC,-1
2005,7,21,00:00,UTC,-1
2005,7,22,00:00,UTC,-1
2005,7,23,00:00,UTC,-1
2005,7,24,00:00,UTC,-1
2005,7,25,00:00,UTC,-1
2005,7,26,00:00,UTC,-1
2005,7,27,00:00,UTC,-1
2005,7,28,00:00,UTC,-1
2005,7,29,00:00,UTC,-1
2005,7,30,00:00,UTC,-1
2005,7,31,00:00,UTC,-1
2005,8,1,00:00,UTC,-1
2005,8,2,00:00,UTC,-1
2005,8,3,00:00,UTC,-1
2005,8,4,00:00,UTC,-1
2005,8,5,00:00,UTC,-1
2005,8,6,00:00,UTC,-1
2005,8,7,00:00,UTC,-1
2005,8,8,00:00,UTC,-1
2005,8,9,00:00,UTC,-1
2005,8,10,00:00,UTC,-1
2005,8,11,00:00,UTC,-1
2005,8,12,00:00,UTC,-1
2005,8,13,00:00,UTC,-1
2005,8,14,00:00,UTC,-1
2005,8,15,00:00,UTC,-1
2005,8,16,00:00,UTC,-1
2005,8,17,00:00,UTC,-1
2005,8,18,00:00,UTC,-1
2005,8,19,00:00,UTC,-1
2005,8,20,00:00,UTC,-1
2005,8,21,00:00,UTC,-1
2005,8,22,00:00,UTC,-1
2005,8,23,00:00,UTC,-1
2005,8,24,00:00,UTC,-1
2005,8,25,00:00,UTC,-1
2005,8,26,00:00,UTC,-1
2005,8,27,00:00,UTC,-1
2005,8,28,00:00,UTC,-1
2005,8,29,00:00,UTC,-1
2005,8,30,00:00,UTC,-1
2005,8,31,00:00,UTC,-1
2005,9,1,00:00,UTC,-1
2005,9,2,00:00,UTC,-1
2005,9,3,00:00,UTC,-1
2005,9,4,00:00,UTC,-1
2005,9,5,00:00,UTC,-1
2005,9,6,00:00,UTC,-1
2005,9,7,00:00,UTC,-1
2005,9,8,00:00,UTC,-1
2005,9,9,00:00,UTC,-1
2005,9,10,00:00,UTC,-1
2005,9,11,00:00,UTC,-1
2005,9,12,00:00,UTC,-1
2005,9,13,00:00,UTC,-1
2005,9,14,00:00,UTC,-1
2005,9,15,00:00,UTC,-1
2005,9,16,00:00,UTC,-1
2005,9,17,00:00,UTC,-1
2005,9,18,00:00,UTC,-1
2005,9,19,00:00,UTC,-1
2005,9,20,00:00,UTC,-1
2005,9,21,00:00,UTC,-1
2005,9,22,00:00,UTC,-1
2005,9,23,00:00,UTC,-1
